#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:A0A663DJA2	uniprotkb:Q9Y5J9	intact:EBI-25475906	intact:EBI-1049085|uniprotkb:B0YJA5|uniprotkb:Q3KQS9|uniprotkb:Q9UN04	psi-mi:a0a663dja2_sars2(display_long)|uniprotkb:ORF10(gene name)|psi-mi:ORF10(display_short)	psi-mi:tim8b_human(display_long)|uniprotkb:Deafness dystonia protein 2(gene name synonym)|uniprotkb:DDP-like protein(gene name synonym)|uniprotkb:TIM8B(gene name synonym)|uniprotkb:TIMM8B(gene name)|psi-mi:TIMM8B(display_short)|uniprotkb:DDP2(gene name synonym)|uniprotkb:DDPL(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245|imex:IM-27814-17	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q9BU02	intact:EBI-25475906	intact:EBI-2820864|uniprotkb:D3DS50|uniprotkb:G3V4J3	psi-mi:a0a663dja2_sars2(display_long)|uniprotkb:ORF10(gene name)|psi-mi:ORF10(display_short)	psi-mi:thtpa_human(display_long)|uniprotkb:THTPA(gene name)|psi-mi:THTPA(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245|imex:IM-27814-17	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q3KQU3	intact:EBI-25475906	intact:EBI-713229|uniprotkb:D3DPS4|uniprotkb:Q9NW29|uniprotkb:Q9HBQ2|uniprotkb:Q8N905|uniprotkb:Q9ULN3|uniprotkb:Q7L8J5|uniprotkb:Q8TAK0|intact:EBI-2511981|intact:EBI-1056140	psi-mi:a0a663dja2_sars2(display_long)|uniprotkb:ORF10(gene name)|psi-mi:ORF10(display_short)	psi-mi:ma7d1_human(display_long)|uniprotkb:MAP7D1(gene name)|psi-mi:MAP7D1(display_short)|uniprotkb:KIAA1187(gene name synonym)|uniprotkb:PARCC1(gene name synonym)|uniprotkb:RPRC1(gene name synonym)|uniprotkb:Proline/arginine-rich coiled-coil domain-containing protein 1(gene name synonym)|uniprotkb:Arginine/proline-rich coiled-coil domain-containing protein 1(gene name synonym)|uniprotkb:PP2464(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245|imex:IM-27814-17	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:Q13617	intact:EBI-25475906	intact:EBI-456179|dip:DIP-31612N|uniprotkb:B7Z6K8|uniprotkb:G3V1S2|uniprotkb:Q9UNF9|uniprotkb:D3DRY6|uniprotkb:B3KT95|uniprotkb:O00200|uniprotkb:Q5T2B6	psi-mi:a0a663dja2_sars2(display_long)|uniprotkb:ORF10(gene name)|psi-mi:ORF10(display_short)	psi-mi:cul2_human(display_long)|uniprotkb:CUL2(gene name)|psi-mi:CUL2(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245|imex:IM-27814-17	intact-miscore:0.35
uniprotkb:A0A663DJA2	uniprotkb:P50897	intact:EBI-25475906	intact:EBI-1237011|uniprotkb:B4DY24|intact:EBI-2859371|uniprotkb:Q6FGQ4	psi-mi:a0a663dja2_sars2(display_long)|uniprotkb:ORF10(gene name)|psi-mi:ORF10(display_short)	psi-mi:ppt1_human(display_long)|uniprotkb:PPT1(gene name)|psi-mi:PPT1(display_short)|uniprotkb:PPT(gene name synonym)|uniprotkb:Palmitoyl-protein hydrolase 1(gene name synonym)|uniprotkb:CLN1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491245|imex:IM-27814-17	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9HD40	intact:EBI-25475874	intact:EBI-6163446|uniprotkb:A8K8W1|uniprotkb:Q0D2P3|uniprotkb:Q17RT1|uniprotkb:Q9NXZ5|uniprotkb:Q9UGM9|uniprotkb:Q9Y353	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:spcs_human(display_long)|uniprotkb:SEPSECS(gene name)|psi-mi:SEPSECS(display_short)|uniprotkb:Liver-pancreas antigen(gene name synonym)|uniprotkb:SLA-p35(gene name synonym)|uniprotkb:SLA/LP autoantigen(gene name synonym)|uniprotkb:Selenocysteine synthase(gene name synonym)|uniprotkb:"Selenocysteinyl-tRNA(Sec) synthase"(gene name synonym)|uniprotkb:"Sep-tRNA:Sec-tRNA synthase"(gene name synonym)|uniprotkb:Soluble liver antigen(gene name synonym)|uniprotkb:TRNP48(gene name synonym)|uniprotkb:UGA suppressor tRNA-associated protein(gene name synonym)|uniprotkb:"tRNA(Ser/Sec)-associated antigenic protein"(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9BSC4	intact:EBI-25475874	intact:EBI-7001376|uniprotkb:Q53RC9|uniprotkb:Q9H855|uniprotkb:Q96TA5|uniprotkb:Q9H7Y7|uniprotkb:A8K3R5|intact:MINT-3060916|uniprotkb:B4DLV0	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:nol10_human(display_long)|uniprotkb:NOL10(gene name)|psi-mi:NOL10(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q92552	intact:EBI-25475874	intact:EBI-2211879|uniprotkb:B4DRT2|uniprotkb:Q6P1S1	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rt27_human(display_long)|uniprotkb:MRPS27(gene name)|psi-mi:MRPS27(display_short)|uniprotkb:KIAA0264(gene name synonym)|uniprotkb:Mitochondrial small ribosomal subunit protein mS27(gene name synonym)|uniprotkb:Mitochondrial ribosomal protein S27(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q13868	intact:EBI-25475874	intact:EBI-301735|uniprotkb:A3KFL4|uniprotkb:B4DKK6|uniprotkb:A3KFL3|uniprotkb:Q9NUY4	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:exos2_human(display_long)|uniprotkb:EXOSC2(gene name)|psi-mi:EXOSC2(display_short)|uniprotkb:RRP4(gene name synonym)|uniprotkb:Ribosomal RNA-processing protein 4(gene name synonym)|uniprotkb:Exosome component 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:P82675	intact:EBI-25475874	intact:EBI-1054287|uniprotkb:Q96LJ6|uniprotkb:Q9BWI4|uniprotkb:Q9BYC4|uniprotkb:Q4ZFY5	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rt05_human(display_long)|uniprotkb:MRPS5(gene name)|psi-mi:MRPS5(display_short)|uniprotkb:Mitochondrial small ribosomal subunit protein uS5m(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9Y399	intact:EBI-25475874	intact:EBI-2880048|uniprotkb:Q5T899|uniprotkb:Q9BSQ4	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rt02_human(display_long)|uniprotkb:MRPS2(gene name)|psi-mi:MRPS2(display_short)|uniprotkb:Mitochondrial small ribosomal subunit protein uS2m(gene name synonym)|uniprotkb:CGI-91(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9ULT8	intact:EBI-25475874	intact:EBI-310559|uniprotkb:D3DS86|uniprotkb:Q96F34|uniprotkb:Q9UFZ7|uniprotkb:Q6P445|uniprotkb:Q86VJ1	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:hecd1_human(display_long)|uniprotkb:HECTD1(gene name)|psi-mi:HECTD1(display_short)|uniprotkb:KIAA1131(gene name synonym)|uniprotkb:HECT domain-containing protein 1(gene name synonym)|uniprotkb:E3 ligase for inhibin receptor(gene name synonym)|uniprotkb:EULIR(gene name synonym)|uniprotkb:HECT-type E3 ubiquitin transferase HECTD1(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9NY61	intact:EBI-25475874	intact:EBI-372428|uniprotkb:Q9P0A4|uniprotkb:Q9UNX5|uniprotkb:B3KQ26|uniprotkb:A6NCJ6	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:aatf_human(display_long)|uniprotkb:Apoptosis-antagonizing transcription factor(gene name synonym)|uniprotkb:Rb-binding protein Che-1(gene name synonym)|uniprotkb:AATF(gene name)|psi-mi:AATF(display_short)|uniprotkb:CHE1(gene name synonym)|uniprotkb:DED(gene name synonym)|uniprotkb:HSPC277(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9NQT5	intact:EBI-25475874	intact:EBI-371866|uniprotkb:A8K0K6|uniprotkb:Q5QP85|uniprotkb:Q9Y3A8	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:exos3_human(display_long)|uniprotkb:EXOSC3(gene name)|psi-mi:EXOSC3(display_short)|uniprotkb:RRP40(gene name synonym)|uniprotkb:CGI-102(orf name)|uniprotkb:Ribosomal RNA-processing protein 40(gene name synonym)|uniprotkb:Exosome component 3(gene name synonym)|uniprotkb:p10(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9NQT4	intact:EBI-25475874	intact:EBI-371876|uniprotkb:Q96I89|uniprotkb:Q32Q81|uniprotkb:Q8NG16	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:exos5_human(display_long)|uniprotkb:EXOSC5(gene name)|psi-mi:EXOSC5(display_short)|uniprotkb:CML28(gene name synonym)|uniprotkb:RRP46(gene name synonym)|uniprotkb:Ribosomal RNA-processing protein 46(gene name synonym)|uniprotkb:Exosome component 5(gene name synonym)|uniprotkb:p12B(gene name synonym)|uniprotkb:Chronic myelogenous leukemia tumor antigen 28(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q9H6F5	intact:EBI-25475874	intact:EBI-721289|uniprotkb:B4DY99	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:ccd86_human(display_long)|uniprotkb:Cytokine-induced protein with coiled-coil domain(gene name synonym)|uniprotkb:CYCLON(gene name synonym)|uniprotkb:CCDC86(gene name)|psi-mi:CCDC86(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q96I59	intact:EBI-25475874	intact:EBI-5455236|uniprotkb:G3V178	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:synm_human(display_long)|uniprotkb:NARS2(gene name)|psi-mi:NARS2(display_short)|uniprotkb:Asparaginyl-tRNA synthetase(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q96B26	intact:EBI-25475874	intact:EBI-371922|uniprotkb:Q5TBA5|uniprotkb:O43480	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:exos8_human(display_long)|uniprotkb:OIP2(gene name synonym)|uniprotkb:RRP43(gene name synonym)|uniprotkb:EXOSC8(gene name)|psi-mi:EXOSC8(display_short)|uniprotkb:Ribosomal RNA-processing protein 43(gene name synonym)|uniprotkb:Exosome component 8(gene name synonym)|uniprotkb:p9(gene name synonym)|uniprotkb:Opa-interacting protein 2(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q8NEJ9	intact:EBI-25475874	intact:EBI-9995414|uniprotkb:A8K760|uniprotkb:Q9Y400	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:ngdn_human(display_long)|uniprotkb:NGDN(gene name)|psi-mi:NGDN(display_short)|uniprotkb:C14orf120(gene name synonym)|uniprotkb:Centromere accumulated nuclear protein 1(gene name synonym)|uniprotkb:EIF4E-binding protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q7L2J0	intact:EBI-25475874	intact:EBI-2371983|uniprotkb:B3KP86|uniprotkb:D6W5V7|uniprotkb:Q9NPD4	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:mepce_human(display_long)|uniprotkb:MEPCE(gene name)|psi-mi:MEPCE(display_short)|uniprotkb:BCDIN3(gene name synonym)|uniprotkb:Bicoid-interacting protein 3 homolog(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q4G0J3	intact:EBI-25475874	intact:EBI-2371923|uniprotkb:B2ZHN6|uniprotkb:Q3B7A9|uniprotkb:Q9P1S7|uniprotkb:Q9Y3Z8|intact:EBI-2560173	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:larp7_human(display_long)|uniprotkb:LARP7(gene name)|psi-mi:LARP7(display_short)|uniprotkb:La ribonucleoprotein domain family member 7(gene name synonym)|uniprotkb:P-TEFb-interaction protein for 7SK stability(gene name synonym)|uniprotkb:HDCMA18P(orf name)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:Q13206	intact:EBI-25475874	intact:EBI-2514399|uniprotkb:Q5BJD8|uniprotkb:B2RCQ3	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:ddx10_human(display_long)|uniprotkb:DDX10(gene name)|psi-mi:DDX10(display_short)|uniprotkb:DEAD box protein 10(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:P82663	intact:EBI-25475874	intact:EBI-1046734|uniprotkb:B4DFJ5|uniprotkb:B4DQG6|uniprotkb:Q9H7P5	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:rt25_human(display_long)|uniprotkb:MRPS25(gene name)|psi-mi:MRPS25(display_short)|uniprotkb:RPMS25(gene name synonym)|uniprotkb:Mitochondrial small ribosomal subunit protein mS25(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:P61011	intact:EBI-25475874	intact:EBI-2854176|uniprotkb:B4DUW6|uniprotkb:B2R759|uniprotkb:P13624	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:srp54_human(display_long)|uniprotkb:SRP54(gene name)|psi-mi:SRP54(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:P09132	intact:EBI-25475874	intact:EBI-2680090|dip:DIP-41412N|uniprotkb:Q05D77|uniprotkb:D6RCQ5|uniprotkb:B2R4E9|uniprotkb:Q96FG6	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:srp19_human(display_long)|uniprotkb:SRP19(gene name)|psi-mi:SRP19(display_short)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
uniprotkb:P0DTD1-PRO_0000449626	uniprotkb:O96028	intact:EBI-25475874	intact:EBI-2693298|uniprotkb:A2A2T3|uniprotkb:A2A2T4|uniprotkb:A7MCZ1|uniprotkb:O96031|uniprotkb:Q4VBY8|uniprotkb:Q672J1|uniprotkb:Q6IS00|uniprotkb:Q86V01|uniprotkb:Q9BZB4|uniprotkb:Q9UI92|uniprotkb:Q9UPR2|intact:EBI-3438110|uniprotkb:D3DVQ2|uniprotkb:A2A2T2	psi-mi:p0dtd1-pro_0000449626(display_long)|uniprotkb:rep(gene name)|psi-mi:rep(display_short)|uniprotkb:ORF1ab polyprotein(gene name synonym)|uniprotkb:1a-1b(orf name)	psi-mi:nsd2_human(display_long)|uniprotkb:NSD2(gene name)|psi-mi:NSD2(display_short)|uniprotkb:KIAA1090(gene name synonym)|uniprotkb:MMSET(gene name synonym)|uniprotkb:Multiple myeloma SET domain-containing protein(gene name synonym)|uniprotkb:Nuclear SET domain-containing protein 2(gene name synonym)|uniprotkb:Protein trithorax-5(gene name synonym)|uniprotkb:TRX5(gene name synonym)|uniprotkb:WHSC1(gene name synonym)|uniprotkb:Wolf-Hirschhorn syndrome candidate 1 protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Gordon et al. (2020)	pubmed:unassigned2316|imex:IM-27814	taxid:2697049(SARS-CoV-2)|taxid:2697049(SARS-CoV-2)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-25491113|imex:IM-27814-33	intact-miscore:0.35
